recclass,count,unique_names,shannon_obs,shannon_null_mean,shannon_null_std,shannon_effect,shannon_zscore,shannon_pvalue,simpson_obs,simpson_null_mean,simpson_null_std,simpson_effect,simpson_zscore,simpson_pvalue,shannon_fdr_q,simpson_fdr_q
R,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
R3,15,15,2.70805020110221,2.70805020110221,0.0,0.0,0.0,1.0,0.9333333333333333,0.9333333333333335,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
R3-4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R3-5,6,6,1.791759469228055,1.7917594692280547,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0
R3-6,10,10,2.3025850929940455,2.302585092994045,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9,0.9000000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
R3.4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R3.5-4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R3.5-6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R3.6,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
R3.7,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
R3.8,9,9,2.1972245773362196,2.197224577336219,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8888888888888888,0.8888888888888892,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
R3.8-5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R3.8-6,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
R3.9,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
R3/4,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
R4,42,42,3.7376696182833684,3.7376696182833693,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9761904761904762,0.9761904761904762,0.0,0.0,0.0,1.0,1.0,1.0
R4/5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R5,20,20,2.995732273553991,2.9957322735539904,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.95,0.9499999999999997,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
R6,9,9,2.1972245773362196,2.197224577336219,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8888888888888888,0.8888888888888892,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
Relict H,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Relict OC,65,65,4.174387269895637,4.174387269895638,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9846153846153847,0.9846153846153847,0.0,0.0,0.0,1.0,1.0,1.0
Relict iron,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Stone-uncl,50,50,3.912023005428146,3.912023005428146,0.0,0.0,0.0,1.0,0.98,0.9800000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
Stone-ung,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Unknown,7,7,1.9459101490553132,1.9459101490553128,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8571428571428572,0.8571428571428574,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
Ureilite,300,300,5.703782474656201,5.703782474656202,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9966666666666667,0.9966666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
Ureilite-an,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
Ureilite-pmict,23,23,3.1354942159291497,3.1354942159291497,0.0,0.0,0.0,1.0,0.9565217391304348,0.9565217391304348,0.0,0.0,0.0,1.0,1.0,1.0
Winonaite,25,25,3.2188758248682,3.2188758248681997,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.96,0.9600000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
