recclass,count,mass_mean,mass_median,cv_obs,cv_null_mean,cv_null_std,cv_effect,cv_zscore,cv_pvalue,log_range_obs,log_range_null_mean,log_range_null_std,log_range_effect,log_range_zscore,log_range_pvalue,cv_fdr_q,log_range_fdr_q
Pallasite,35,6319.56,3000.0,1.4785710048599874,3.719028679007686,1.1869191526184506,-2.2404576741476987,-1.8876245018079345,0.012,4.218943758972949,4.691976532346069,0.9119483396765025,-0.4730327733731201,-0.518705668723428,0.676,0.18857142857142858,0.8902923976608186
"Pallasite, PMG",38,147304.73684210525,10100.0,1.8483423118296922,3.8266413489980105,1.2445405548235204,-1.9782990371683182,-1.5895818175638696,0.052,5.421517336403608,4.675997418811339,0.9022946042764964,0.7455199175922687,0.8262488926109257,0.328,0.3364705882352941,0.6063865546218488
"Pallasite, PMG-an",11,685358.9090909091,17000.0,1.9241633686163948,2.119750532733391,0.6475535354076863,-0.19558716411699617,-0.30204014559793657,0.82,4.76423673584861,3.463882787578657,0.9903972596349097,1.300353948269953,1.312961981285472,0.224,0.9344329896907216,0.5242553191489362
"Pallasite, ungrouped",5,7310.786,54.86,1.8529500377153192,1.3834070103162612,0.40957537440073416,0.46954302739905796,1.1464142054098463,0.376,2.8732953234776306,2.4062316698288004,0.974672082678436,0.4670636536488302,0.47920081220067523,0.58,0.7730841121495327,0.8075949367088607
R3,15,87.74066666666667,35.0,2.2604365754870215,2.441576160679105,0.7549761954859314,-0.18113958519208362,-0.23992754510027337,0.916,2.1530259549869877,3.7626082613565166,0.9667550505246418,-1.609582306369529,-1.6649329170776357,0.044,0.9550710900473934,0.1936
R3-5,6,604.2166666666667,621.0,0.7788183705145761,1.5591696491543616,0.4656415524485287,-0.7803512786397855,-1.675862634114992,0.072,1.8288640699667933,2.7680858371443176,1.0439300201275847,-0.9392217671775243,-0.8996980152584716,0.324,0.3863414634146341,0.6063865546218488
R3-6,10,204.45,85.0,1.2266120888866525,2.0198660207373242,0.6071993403072774,-0.7932539318506717,-1.306414350597351,0.188,1.5702622583678045,3.3640077968100996,0.9533004434980477,-1.7937455384422951,-1.881616179533403,0.024,0.5908571428571429,0.15529411764705883
R3.8,9,301.34666666666664,134.0,1.1941262325558974,1.9066259645655372,0.5851538321185756,-0.7124997320096398,-1.2176280712885408,0.276,2.490509452137016,3.1744528764928197,0.9947290704994414,-0.6839434243558036,-0.6875675444092569,0.504,0.6900000000000001,0.7646896551724137
R4,42,226.04619047619045,118.75,1.4334022899551786,4.035367583182292,1.296136498702704,-2.601965293227113,-2.007477835730578,0.0,3.182622126214639,4.8343337817129575,0.8843727325749138,-1.6517116554983184,-1.8676646109262585,0.012,0.0,0.09428571428571429
R5,20,1359.8239999999998,84.4,3.7603777735506236,2.821817975784238,0.881793137068495,0.9385597977663855,1.0643763920488316,0.416,4.6408861334545275,4.030225219219067,0.8564641599301351,0.6106609142354609,0.713002298059121,0.468,0.8245045045045045,0.7302127659574469
R6,9,61.89111111111111,30.59,1.1787463699775096,1.920940071894949,0.5969137689991593,-0.7421937019174394,-1.2433851260658133,0.244,1.63032058786224,3.247162384289639,0.9797364752840305,-1.6168417964273991,-1.6502823332760665,0.056,0.6467469879518072,0.22
Stone-uncl,30,10750.528333333334,1778.0,2.8937119157389666,3.4201797775519536,1.049521866683752,-0.526467861812987,-0.5016263867626737,0.716,6.238046103128795,4.449890419774687,0.8352993708265156,1.7881556833541081,2.140736298633574,0.056,0.915813953488372,0.22
Ureilite,300,490.0149,77.75999999999999,3.008258979858941,9.67850967736007,3.7997988480431917,-6.670250697501129,-1.755422053705857,0.0,4.37032800777951,6.4907531073310825,0.8284568143516627,-2.1204250995515723,-2.559487788402083,0.0,0.0,0.0
Ureilite-pmict,23,262.68565217391307,57.0,1.7741599142313191,3.016834683688424,0.9294706646248014,-1.2426747694571048,-1.3369704034271315,0.212,2.930761413589802,4.179191383832402,0.875801126209852,-1.2484299702425998,-1.4254719854555904,0.116,0.633170731707317,0.35444444444444445
Winonaite,25,1129.0132,52.0,4.141134339555796,3.1920853298990894,0.9800793169296298,0.9490490096567066,0.9683389836547778,0.448,4.204119982655925,4.303388349688281,0.881706861664658,-0.09926836703235598,-0.11258658784274155,0.948,0.8423931623931624,0.9915492957746478
