recclass,count,mean_mass,cv_obs,cv_null_mean,cv_null_std,cv_effect,cv_zscore,cv_pvalue,cv_fdr_q
"Iron, IAB-sHH",5,3862.2,1.6511102842074206,1.2582868536028464,0.4486030731185886,0.39282343060457414,0.8756592501111354,0.492,0.8598473282442748
H5 ,22,831.5059090909091,4.505833644653488,4.1288586583845275,0.3591633723497856,0.3769749862689604,1.0495919553339872,0.388,0.8451485148514851
L5 ,21,12.959047619047618,2.0634658636083456,1.8459601162707175,0.1364960702789994,0.21750574733762806,1.5934945738221182,0.112,0.613953488372093
H4 ,11,8.660000000000002,1.6838638947533973,1.4945088528378743,0.16070449872766657,0.189355041915523,1.17828090323973,0.28,0.8131645569620253
E,7,57210.88428571429,1.5785076941600855,1.791045202627995,0.36833018984149773,-0.21253750846790953,-0.5770298344519901,0.72,0.9093333333333333
L6 ,54,30.34851851851852,2.5588335757173795,2.9409608329210513,0.3067967282014637,-0.3821272572036718,-1.2455388929465405,0.284,0.8131645569620253
H-metal,6,10.67,1.7511586558016978,1.6094795737592582,0.106217419554782,0.14167908204243962,1.3338591978255332,0.2,0.7479999999999999
L-metal,5,1.0254,0.5819010683624889,0.4261978670112669,0.1421751951890662,0.155703201351222,1.0951502555995516,0.288,0.8131645569620253
L/LL5/6,5,350.8,0.8079572481061258,0.680539643739874,0.14151066367464643,0.12741760436625182,0.900409912988631,0.408,0.8598473282442748
CBb,5,653.56,1.927569458412289,1.9210635541584102,0.06147879957645875,0.006505904253878869,0.1058235407766499,0.964,0.9773271889400921
R5,20,1359.8239999999998,3.7603777735506236,2.5966008034334727,0.9754115252670932,1.163776970117151,1.193113819111865,0.376,0.8451485148514851
H4/6,6,1493.0166666666664,0.899761261209181,1.4773603069164414,0.42239672854768434,-0.5775990457072604,-1.3674325738582402,0.124,0.62
L-melt rock,21,2268.984761904762,2.5841229857645844,2.9551347273772843,0.789025531048841,-0.3710117416126999,-0.47021512867843324,0.716,0.9093333333333333
EH-imp melt,6,82.70333333333335,1.2857099711041469,1.5483864031120171,0.17692656967224257,-0.2626764320078703,-1.484663566893767,0.116,0.613953488372093
Aubrite-an,6,8390.77,1.419505853667586,1.707367381524095,0.3156412011797272,-0.2878615278565091,-0.9119897110409224,0.548,0.8673381294964029
R6,9,61.89111111111111,1.1787463699775096,1.1233207330593062,0.13402768469483903,0.05542563691820335,0.41353871809693066,0.684,0.9065060240963857
LL-melt rock,7,537.257142857143,1.3503268293611506,1.725329780225241,0.46605240162009065,-0.3750029508640904,-0.8046368810899928,0.58,0.8742857142857142
E3-an,6,25.666666666666668,1.5447428242214427,1.3872436405225,0.08919852204254464,0.15749918369894278,1.7657151720946795,0.092,0.6133333333333333
E3,206,2.387621359223301,6.198859976845211,5.461483243521616,0.7980942036129406,0.737376733323595,0.9239219254888958,0.464,0.8598473282442748
CB,8,97.425,2.5147709514397065,2.458647211673533,0.06287871808363517,0.056123739766173575,0.8925713099227504,0.484,0.8598473282442748
Diogenite-olivine,9,747.5777777777778,0.847862785024719,1.7718819019924963,0.6490415973805559,-0.9240191169677773,-1.4236670202603245,0.168,0.7479999999999999
EH6,5,92.94659999999999,1.196006743630524,1.0353883723612238,0.11496459082312901,0.16061837126930012,1.3971116682040703,0.204,0.7479999999999999
"Pallasite, ungrouped",5,7310.786,1.8529500377153192,1.518235183915501,0.2787750003711144,0.33471485379981814,1.2006630915764855,0.356,0.8425531914893617
L3.8-6,9,340.33333333333337,2.264433331656303,2.3982820248994363,0.32429072278038695,-0.13384869324313353,-0.4127428996289149,0.752,0.9134782608695653
Mesosiderite-C,7,34843.857142857145,2.151506636777653,1.4650874967411591,0.5186208190900361,0.6864191400364941,1.3235472136287822,0.28,0.8131645569620253
LL3.1,6,1405.865,1.2739885337539154,1.5374722090578723,0.3693736770433405,-0.2634836753039569,-0.7133255336791121,0.6,0.8742857142857142
OC3,8,940.7624999999999,1.5708027219039808,1.9255724782293446,0.41450229591526727,-0.3547697563253638,-0.8558933444312838,0.468,0.8598473282442748
CO3.1,6,303.31666666666666,0.8067551104261951,0.8003166487779276,0.13925523960000347,0.006438461648267446,0.046234968729085335,0.948,0.9745794392523365
Achondrite-prim,9,1078.0,1.089771467995655,1.7538712634283928,0.5924660507182271,-0.6640997954327379,-1.1209077627784267,0.304,0.8156097560975609
R3-5,6,604.2166666666667,0.7788183705145761,1.5194588954964388,0.4625578741615554,-0.7406405249818626,-1.601184557336457,0.032,0.3705263157894737
LL-melt breccia,54,44.5061111111111,2.6372137739261414,2.884232405085255,0.23300211840009413,-0.2470186311591136,-1.060156160189717,0.372,0.8451485148514851
LL~5,9,60.53222222222222,1.8893273741590322,2.161074074436818,0.19082803158226178,-0.271746700277786,-1.4240397389449673,0.188,0.7479999999999999
E-an,5,18.86,0.40642321725112507,0.3008496940610254,0.06565145728321438,0.10557352319009966,1.6080910852392072,0.06,0.606896551724138
E5,5,1.0979999999999999,1.1580230777128033,0.6609356065422273,0.1917968747668503,0.49708747117057606,2.591739160373907,0.008,0.13538461538461538
